dataset_name,mean,mice,rbfn,genrbf,ik,kpca,ppca,mpk
breast_rate_0.3,0.7026618269812462,0.7026618269812462,0.5699334543254688,0.7026618269812462,0.7027828191167573,0.7131881427707198,0.7027828191167573,0.7169993950393225
breast_rate_0.4,0.7026618269812462,0.7026618269812462,0.5699334543254688,0.7026618269812462,0.7027828191167573,0.7131881427707198,0.7027828191167573,0.7169993950393225
breast_rate_0.5,0.7026618269812462,0.7026618269812462,0.5699334543254688,0.7026618269812462,0.7027828191167573,0.7131881427707198,0.7027828191167573,0.7169993950393225
breast_rate_0.6,0.7026618269812462,0.7026618269812462,0.5699334543254688,0.7026618269812462,0.7027828191167573,0.7131881427707198,0.7027828191167573,0.7169993950393225
breast_rate_0.7,0.7026618269812462,0.7026618269812462,0.5699334543254688,0.7026618269812462,0.7027828191167573,0.7131881427707198,0.7027828191167573,0.7169993950393225
breast_rate_0.8,0.7026618269812462,0.7026618269812462,0.5699334543254688,0.7026618269812462,0.7027828191167573,0.7131881427707198,0.7027828191167573,0.7169993950393225
australian_rate_0.05,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.1,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.2,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.3,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.4,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.5,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.6,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.7,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
australian_rate_0.8,0.6666666666666667,0.6608695652173913,0.0014492753623188,0.855072463768116,0.555072463768116,0.5565217391304348,0.636231884057971,0.8246376811594203
heart_rate_0.05,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.1,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.2,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.3,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.4,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.5,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.6,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.7,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
heart_rate_0.8,0.5214207650273225,0.5247540983606558,0.0,0.541256830601093,0.5412568306010929,0.5412568306010929,0.5412568306010929,0.5808743169398907
adult_rate_0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
adult_rate_0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5495901639344263
student_rate_0.05,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.1,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.2,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.3,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.4,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.5,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.6,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.7,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
student_rate_0.8,0.5332140727489565,0.5255217650566488,0.0015384615384615,0.5470005963029219,0.417567084078712,0.5592844364937388,0.5607990459153249,0.5901252236135958
banknote_rate_0.05,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.1,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.2,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.3,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.4,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.5,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.6,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.7,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
banknote_rate_0.8,0.9482574651625748,0.9664790975447912,0.524806901128069,0.9424233576642336,0.5553921698739217,0.9832302587923026,0.9555248838752488,0.9686635700066356
sonar_rate_0.05,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.1,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.2,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.3,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.4,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.5,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.6,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.7,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
sonar_rate_0.8,0.5346109175377468,0.5346109175377468,0.2022067363530778,0.5346109175377468,0.5336817653890825,0.8173054587688734,0.759465737514518,0.7979094076655052
spam_rate_0.05,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.1,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.2,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.3,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.4,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.5,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.6,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.7,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
spam_rate_0.8,0.8011303875749421,0.8043891327951659,0.0,0.876330076004343,0.6059552471321343,0.8041674928008309,0.7024538545059718,0.9371842987301138
wine_rate_0.05,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.1,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.2,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.3,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.4,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.5,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.6,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.7,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
wine_rate_0.8,0.926890625925268,0.936895600165808,0.0,0.987070290756203,0.7538864215076687,0.9453583229703324,0.0,0.9939965654053412
